product_id,product_name,category,brand,sku_id,color,size,cost_price,selling_price
P0007,スカート,ボトムス,ACTIVE LIFE,SKU00084,グレー,XL,2278,6600
P0007,スカート,ボトムス,ACTIVE LIFE,SKU00085,ベージュ,S,2278,6600
P0007,スカート,ボトムス,ACTIVE LIFE,SKU00086,ベージュ,M,2278,6600
P0007,スカート,ボトムス,ACTIVE LIFE,SKU00087,ベージュ,L,2278,6600
P0007,スカート,ボトムス,ACTIVE LIFE,SKU00088,ベージュ,XL,2278,6600
P0007,スカート,ボトムス,ACTIVE LIFE,SKU00089,ブラック,S,2278,6600
P0007,スカート,ボトムス,ACTIVE LIFE,SKU00090,ブラック,M,2278,6600
P0007,スカート,ボトムス,ACTIVE LIFE,SKU00091,ブラック,L,2278,6600
P0007,スカート,ボトムス,ACTIVE LIFE,SKU00092,ブラック,XL,2278,6600
P0007,スカート,ボトムス,ACTIVE LIFE,SKU00093,ホワイト,S,2278,6600
P0007,スカート,ボトムス,ACTIVE LIFE,SKU00094,ホワイト,M,2278,6600
P0007,スカート,ボトムス,ACTIVE LIFE,SKU00095,ホワイト,L,2278,6600
P0007,スカート,ボトムス,ACTIVE LIFE,SKU00096,ホワイト,XL,2278,6600
P0008,ショートパンツ,ボトムス,NATURAL COMFORT,SKU00097,ネイビー,S,4743,14800
P0008,ショートパンツ,ボトムス,NATURAL COMFORT,SKU00098,ネイビー,M,4743,14800
P0008,ショートパンツ,ボトムス,NATURAL COMFORT,SKU00099,ネイビー,L,4743,14800
P0008,ショートパンツ,ボトムス,NATURAL COMFORT,SKU00100,ネイビー,XL,4743,14800
P0008,ショートパンツ,ボトムス,NATURAL COMFORT,SKU00101,ブラック,S,4743,14800
P0008,ショートパンツ,ボトムス,NATURAL COMFORT,SKU00102,ブラック,M,4743,14800
P0008,ショートパンツ,ボトムス,NATURAL COMFORT,SKU00103,ブラック,L,4743,14800
P0008,ショートパンツ,ボトムス,NATURAL COMFORT,SKU00104,ブラック,XL,4743,14800
P0008,ショートパンツ,ボトムス,NATURAL COMFORT,SKU00105,グレー,S,4743,14800
P0008,ショートパンツ,ボトムス,NATURAL COMFORT,SKU00106,グレー,M,4743,14800
P0008,ショートパンツ,ボトムス,NATURAL COMFORT,SKU00107,グレー,L,4743,14800
P0008,ショートパンツ,ボトムス,NATURAL COMFORT,SKU00108,グレー,XL,4743,14800
P0009,ダウンジャケット,アウター,ACTIVE LIFE,SKU00109,グレー,S,961,2400
P0009,ダウンジャケット,アウター,ACTIVE LIFE,SKU00110,グレー,M,961,2400
P0009,ダウンジャケット,アウター,ACTIVE LIFE,SKU00111,グレー,L,961,2400
P0009,ダウンジャケット,アウター,ACTIVE LIFE,SKU00112,グレー,XL,961,2400
P0009,ダウンジャケット,アウター,ACTIVE LIFE,SKU00113,ネイビー,S,961,2400
P0009,ダウンジャケット,アウター,ACTIVE LIFE,SKU00114,ネイビー,M,961,2400
P0009,ダウンジャケット,アウター,ACTIVE LIFE,SKU00115,ネイビー,L,961,2400
P0009,ダウンジャケット,アウター,ACTIVE LIFE,SKU00116,ネイビー,XL,961,2400
P0009,ダウンジャケット,アウター,ACTIVE LIFE,SKU00117,ホワイト,S,961,2400
P0009,ダウンジャケット,アウター,ACTIVE LIFE,SKU00118,ホワイト,M,961,2400
P0009,ダウンジャケット,アウター,ACTIVE LIFE,SKU00119,ホワイト,L,961,2400
P0009,ダウンジャケット,アウター,ACTIVE LIFE,SKU00120,ホワイト,XL,961,2400
P0010,コート,アウター,URBAN STYLE,SKU00121,ホワイト,S,1137,3100
P0010,コート,アウター,URBAN STYLE,SKU00122,ホワイト,M,1137,3100
P0010,コート,アウター,URBAN STYLE,SKU00123,ホワイト,L,1137,3100
P0010,コート,アウター,URBAN STYLE,SKU00124,ホワイト,XL,1137,3100
P0010,コート,アウター,URBAN STYLE,SKU00125,ネイビー,S,1137,3100
P0010,コート,アウター,URBAN STYLE,SKU00126,ネイビー,M,1137,3100
P0010,コート,アウター,URBAN STYLE,SKU00127,ネイビー,L,1137,3100
P0010,コート,アウター,URBAN STYLE,SKU00128,ネイビー,XL,1137,3100
P0010,コート,アウター,URBAN STYLE,SKU00129,グレー,S,1137,3100
P0010,コート,アウター,URBAN STYLE,SKU00130,グレー,M,1137,3100
P0010,コート,アウター,URBAN STYLE,SKU00131,グレー,L,1137,3100
P0010,コート,アウター,URBAN STYLE,SKU00132,グレー,XL,1137,3100
P0011,ブルゾン,アウター,URBAN STYLE,SKU00133,ネイビー,S,2862,6400
P0011,ブルゾン,アウター,URBAN STYLE,SKU00134,ネイビー,M,2862,6400
P0011,ブルゾン,アウター,URBAN STYLE,SKU00135,ネイビー,L,2862,6400
P0011,ブルゾン,アウター,URBAN STYLE,SKU00136,ネイビー,XL,2862,6400
P0011,ブルゾン,アウター,URBAN STYLE,SKU00137,ホワイト,S,2862,6400
P0011,ブルゾン,アウター,URBAN STYLE,SKU00138,ホワイト,M,2862,6400
P0011,ブルゾン,アウター,URBAN STYLE,SKU00139,ホワイト,L,2862,6400
P0011,ブルゾン,アウター,URBAN STYLE,SKU00140,ホワイト,XL,2862,6400
P0012,トートバッグ,バッグ,ACTIVE LIFE,SKU00141,グレー,FREE,1191,3600
P0012,トートバッグ,バッグ,ACTIVE LIFE,SKU00142,ベージュ,FREE,1191,3600
P0013,リュック,バッグ,NATURAL COMFORT,SKU00143,ホワイト,FREE,3899,12800
P0013,リュック,バッグ,NATURAL COMFORT,SKU00144,グレー,FREE,3899,12800
P0013,リュック,バッグ,NATURAL COMFORT,SKU00145,ネイビー,FREE,3899,12800
P0014,ショルダーバッグ,バッグ,NATURAL COMFORT,SKU00146,ホワイト,FREE,1604,4900
P0014,ショルダーバッグ,バッグ,NATURAL COMFORT,SKU00147,ベージュ,FREE,1604,4900
P0014,ショルダーバッグ,バッグ,NATURAL COMFORT,SKU00148,ブラック,FREE,1604,4900
P0015,帽子,アクセサリー,URBAN STYLE,SKU00149,ホワイト,FREE,3490,10900
P0015,帽子,アクセサリー,URBAN STYLE,SKU00150,ベージュ,FREE,3490,10900
P0015,帽子,アクセサリー,URBAN STYLE,SKU00151,グレー,FREE,3490,10900
P0016,マフラー,アクセサリー,NATURAL COMFORT,SKU00152,ネイビー,FREE,2284,5200
P0016,マフラー,アクセサリー,NATURAL COMFORT,SKU00153,ホワイト,FREE,2284,5200
P0016,マフラー,アクセサリー,NATURAL COMFORT,SKU00154,グレー,FREE,2284,5200
P0016,マフラー,アクセサリー,NATURAL COMFORT,SKU00155,ベージュ,FREE,2284,5200
P0017,ベルト,アクセサリー,NATURAL COMFORT,SKU00156,ブラック,FREE,2478,7700
P0017,ベルト,アクセサリー,NATURAL COMFORT,SKU00157,ベージュ,FREE,2478,7700
